Player,Debuted,Debut_age,Retired,Ret_age,G,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GIDP,HBP,SH,SF,IBB,HOF
Barry Bonds,1986,21,2007,42,2986,12606,9847,2227,2935,1495,601,77,762,1996,514,141.0,2558,1539.0,0.298,0.444,0.607,1.051,182,5976,165.0,106,4.0,91.0,688.0,0
Henry Aaron,1954,20,1976,42,3298,13941,12364,2174,3771,2294,624,98,755,2297,240,73.0,1402,1383.0,0.305,0.374,0.555,0.928,155,6856,328.0,32,21.0,121.0,293.0,1
Babe Ruth,1914,19,1935,40,2503,10628,8399,2174,2873,1517,506,136,714,2214,123,116.0,2062,1330.0,0.342,0.474,0.69,1.164,206,5793,2.0,43,114.0,0.0,79.0,1
Alex Rodriguez,1994,18,2016,40,2784,12207,10566,2021,3115,1840,548,31,696,2086,329,76.0,1338,2287.0,0.295,0.38,0.55,0.93,140,5813,261.0,176,16.0,111.0,97.0,0
Willie Mays,1948,17,1973,42,3005,12545,10924,2068,3293,1967,525,141,660,1909,339,103.0,1468,1526.0,0.301,0.384,0.557,0.94,155,6080,251.0,45,13.0,91.0,214.0,1
Ken Griffey Jr.,1989,19,2010,40,2671,11304,9801,1662,2781,1589,524,38,630,1836,184,69.0,1312,1779.0,0.284,0.37,0.538,0.907,136,5271,199.0,81,8.0,102.0,246.0,1
Jim Thome,1991,20,2012,41,2543,10313,8422,1583,2328,1239,451,26,612,1699,19,20.0,1747,2548.0,0.276,0.402,0.554,0.956,147,4667,165.0,69,1.0,74.0,173.0,1
Sammy Sosa,1989,20,2007,38,2354,9896,8813,1475,2408,1375,379,45,609,1667,234,107.0,929,2306.0,0.273,0.344,0.534,0.878,128,4704,202.0,59,17.0,78.0,154.0,0
Frank Robinson,1956,20,1976,40,2808,11744,10006,1829,2943,1757,528,72,586,1812,204,77.0,1420,1532.0,0.294,0.389,0.537,0.926,154,5373,270.0,198,17.0,102.0,218.0,1
Mark McGwire,1986,22,2001,37,1874,7660,6187,1167,1626,785,252,6,583,1414,12,8.0,1317,1596.0,0.263,0.394,0.588,0.982,163,3639,147.0,75,3.0,78.0,150.0,0
Harmon Killebrew,1954,18,1975,39,2435,9833,8147,1283,2086,1199,290,24,573,1584,19,18.0,1559,1699.0,0.256,0.376,0.509,0.884,143,4143,243.0,48,0.0,77.0,160.0,1
Rafael Palmeiro,1986,21,2005,40,2831,12046,10472,1663,3020,1828,585,38,569,1835,97,40.0,1353,1348.0,0.288,0.371,0.515,0.885,132,5388,232.0,87,15.0,119.0,172.0,0
Reggie Jackson,1967,21,1987,41,2820,11418,9864,1551,2584,1509,463,49,563,1702,228,115.0,1375,2597.0,0.262,0.356,0.49,0.846,139,4834,183.0,96,13.0,68.0,164.0,1
Manny Ramirez,1993,21,2011,39,2302,9774,8244,1544,2574,1452,547,20,555,1831,38,33.0,1329,1813.0,0.312,0.411,0.585,0.996,154,4826,243.0,109,2.0,90.0,216.0,0
Mike Schmidt,1972,22,1989,39,2404,10062,8352,1506,2234,1219,408,59,548,1595,174,92.0,1507,1883.0,0.267,0.38,0.527,0.908,148,4404,156.0,79,16.0,108.0,201.0,1
David Ortiz,1997,21,2016,40,2408,10091,8640,1419,2472,1280,632,19,541,1768,17,9.0,1319,1750.0,0.286,0.38,0.552,0.931,141,4765,236.0,38,2.0,92.0,209.0,1
Mickey Mantle,1951,19,1968,36,2401,9910,8102,1676,2415,1463,344,72,536,1509,153,38.0,1733,1710.0,0.298,0.421,0.557,0.977,172,4511,113.0,13,14.0,47.0,148.0,1
Jimmie Foxx,1925,17,1945,37,2317,9677,8134,1751,2646,1529,458,125,534,1922,87,77.0,1452,1311.0,0.325,0.428,0.609,1.038,163,4956,69.0,13,72.0,0.0,134.0,1
Willie McCovey,1959,21,1980,42,2588,9692,8197,1229,2211,1291,353,46,521,1555,26,22.0,1345,1550.0,0.27,0.374,0.515,0.889,147,4219,176.0,69,5.0,70.0,260.0,1
Frank Thomas (DH),1990,22,2008,40,2322,10075,8199,1494,2468,1440,495,12,521,1704,32,23.0,1667,1397.0,0.301,0.419,0.555,0.974,156,4550,226.0,87,0.0,121.0,168.0,1
Ted Williams,1939,20,1960,41,2292,9792,7706,1798,2654,1537,525,71,521,1839,24,17.0,2021,709.0,0.344,0.482,0.634,1.116,191,4884,197.0,39,5.0,20.0,258.0,1
Ernie Banks,1953,22,1971,40,2528,10396,9421,1305,2583,1574,407,90,512,1636,50,53.0,763,1236.0,0.274,0.33,0.5,0.83,122,4706,229.0,70,45.0,96.0,202.0,1
Eddie Mathews,1952,20,1968,36,2391,10101,8537,1509,2315,1377,354,72,512,1453,68,39.0,1444,1487.0,0.271,0.376,0.509,0.885,143,4349,123.0,26,36.0,58.0,142.0,1
Mel Ott,1926,17,1947,38,2730,11347,9456,1859,2876,1805,488,72,511,1860,89,95.0,1708,896.0,0.304,0.414,0.533,0.947,155,5041,82.0,64,110.0,0.0,129.0,1
Gary Sheffield,1988,19,2009,40,2576,10947,9217,1636,2689,1686,467,27,509,1676,253,104.0,1475,1171.0,0.292,0.393,0.514,0.907,140,4737,235.0,135,9.0,111.0,130.0,0
Eddie Murray,1977,21,1997,41,3026,12817,11336,1627,3255,2156,560,35,504,1917,110,43.0,1333,1516.0,0.287,0.359,0.476,0.836,129,5397,315.0,18,2.0,128.0,222.0,1
Lou Gehrig,1923,20,1939,36,2164,9665,8001,1888,2721,1531,534,163,493,1995,102,102.0,1508,790.0,0.34,0.447,0.632,1.08,179,5060,2.0,45,107.0,0.0,114.0,1
Fred McGriff,1986,22,2004,40,2460,10174,8757,1349,2490,1532,441,24,493,1550,72,38.0,1305,1882.0,0.284,0.377,0.509,0.886,134,4458,226.0,39,2.0,71.0,171.0,1
Adrian Beltre,1998,19,2018,39,2933,12130,11068,1524,3166,2015,636,38,477,1707,121,42.0,848,1732.0,0.286,0.339,0.48,0.819,116,5309,279.0,97,14.0,103.0,112.0,1
Stan Musial,1941,20,1963,42,3026,12721,10972,1949,3630,2253,725,177,475,1951,78,71.0,1599,696.0,0.331,0.417,0.559,0.976,159,6134,243.0,53,35.0,53.0,298.0,1
Willie Stargell,1962,22,1982,42,2360,9027,7927,1194,2232,1279,423,55,475,1540,17,16.0,937,1936.0,0.282,0.36,0.529,0.889,147,4190,143.0,78,9.0,75.0,227.0,1
Carlos Delgado,1993,21,2009,37,2035,8657,7283,1241,2038,1064,483,18,473,1512,14,8.0,1109,1745.0,0.28,0.383,0.546,0.929,138,3976,152.0,172,0.0,93.0,186.0,0
Chipper Jones,1993,21,2012,40,2499,10614,8984,1619,2726,1671,549,38,468,1623,150,46.0,1512,1409.0,0.303,0.401,0.529,0.93,141,4755,253.0,18,3.0,97.0,177.0,1
Dave Winfield,1973,21,1995,43,2973,12358,11003,1669,3110,2017,540,88,465,1833,223,96.0,1216,1686.0,0.283,0.353,0.475,0.827,130,5221,319.0,25,19.0,95.0,172.0,1
Jose Canseco,1985,20,2001,36,1887,8129,7057,1186,1877,1061,340,14,462,1407,200,88.0,906,1942.0,0.266,0.353,0.515,0.867,132,3631,178.0,84,1.0,81.0,63.0,0
Adam Dunn,2001,21,2014,34,2001,8328,6883,1097,1631,825,334,10,462,1168,63,25.0,1317,2379.0,0.237,0.364,0.49,0.854,124,3371,100.0,86,2.0,40.0,122.0,0
Carl Yastrzemski,1961,21,1983,43,3308,13992,11988,1816,3419,2262,646,59,452,1844,168,116.0,1845,1393.0,0.285,0.379,0.462,0.841,130,5539,323.0,40,13.0,105.0,190.0,1
Jeff Bagwell,1991,23,2005,37,2150,9431,7797,1517,2314,1345,488,32,449,1529,202,78.0,1401,1558.0,0.297,0.408,0.54,0.948,149,4213,221.0,128,3.0,102.0,155.0,1
Vladimir Guerrero,1996,21,2011,36,2147,9059,8155,1328,2590,1618,477,46,449,1496,181,94.0,737,985.0,0.318,0.379,0.553,0.931,140,4506,277.0,103,0.0,64.0,250.0,1
Dave Kingman,1971,22,1986,37,1941,7429,6677,901,1575,868,240,25,442,1210,85,49.0,608,1816.0,0.236,0.302,0.478,0.78,115,3191,139.0,53,16.0,75.0,72.0,0
Jason Giambi,1995,24,2014,43,2260,8908,7267,1227,2010,1156,405,9,440,1441,20,12.0,1366,1572.0,0.277,0.399,0.516,0.916,139,3753,166.0,180,2.0,93.0,97.0,0
Paul Konerko,1997,21,2014,38,2349,9505,8393,1162,2340,1483,410,8,439,1412,9,4.0,921,1391.0,0.279,0.354,0.486,0.841,118,4083,282.0,104,1.0,86.0,80.0,0
Andre Dawson,1976,21,1996,41,2627,10769,9927,1373,2774,1735,503,98,438,1591,314,109.0,589,1509.0,0.279,0.323,0.482,0.806,119,4787,217.0,111,24.0,118.0,143.0,1
Carlos Beltran,1998,21,2017,40,2586,11031,9768,1582,2725,1647,565,78,435,1587,312,49.0,1084,1795.0,0.279,0.35,0.486,0.837,119,4751,203.0,51,18.0,110.0,104.0,0
Juan Gonzalez,1989,19,2005,35,1689,7155,6556,1061,1936,1089,388,25,434,1404,26,19.0,457,1273.0,0.295,0.343,0.561,0.904,132,3676,184.0,62,2.0,78.0,74.0,0
Andruw Jones,1996,19,2012,35,2196,8664,7599,1204,1933,1080,383,36,434,1289,152,59.0,891,1748.0,0.254,0.337,0.486,0.823,111,3690,192.0,97,6.0,71.0,69.0,0
Cal Ripken Jr.,1981,20,2001,40,3001,12883,11551,1647,3184,2106,603,44,431,1695,36,39.0,1129,1305.0,0.276,0.34,0.447,0.788,112,5168,350.0,66,10.0,127.0,107.0,1
Mike Piazza,1992,23,2007,38,1912,7745,6911,1048,2127,1348,344,8,427,1335,17,20.0,759,1113.0,0.308,0.377,0.545,0.922,143,3768,229.0,30,0.0,45.0,146.0,1
Billy Williams,1959,21,1976,38,2488,10519,9350,1410,2711,1763,434,88,426,1475,90,49.0,1045,1046.0,0.29,0.361,0.492,0.853,133,4599,200.0,43,8.0,73.0,182.0,1
Darrell Evans,1969,22,1989,42,2687,10737,8973,1344,2223,1444,329,36,414,1354,98,68.0,1605,1410.0,0.248,0.361,0.431,0.792,119,3866,133.0,35,34.0,90.0,141.0,0
Alfonso Soriano,1999,23,2014,38,1975,8395,7750,1152,2095,1171,481,31,412,1159,289,84.0,496,1803.0,0.27,0.319,0.5,0.819,112,3874,123.0,86,9.0,54.0,68.0,0
Mark Teixeira,2003,23,2016,36,1862,8029,6936,1099,1862,1027,408,18,409,1298,26,7.0,918,1441.0,0.268,0.36,0.509,0.869,126,3533,158.0,111,0.0,64.0,91.0,0
Duke Snider,1947,20,1964,37,2143,8237,7161,1259,2116,1266,358,85,407,1333,99,73.0,971,1237.0,0.295,0.38,0.54,0.919,140,3865,166.0,21,52.0,32.0,154.0,1
Andres Galarraga,1985,24,2004,43,2257,8916,8096,1195,2333,1458,444,32,399,1425,128,81.0,583,2003.0,0.288,0.347,0.499,0.846,119,4038,179.0,178,1.0,58.0,106.0,0
Al Kaline,1953,18,1974,39,2834,11597,10116,1622,3007,2035,498,75,399,1582,137,65.0,1277,1020.0,0.297,0.376,0.48,0.855,134,4852,271.0,55,45.0,104.0,133.0,1
Dale Murphy,1976,20,1993,37,2180,9041,7960,1197,2111,1324,350,39,398,1266,161,68.0,986,1748.0,0.265,0.346,0.469,0.815,121,3733,209.0,28,6.0,60.0,159.0,0
Joe Carter,1983,23,1998,38,2189,9154,8422,1170,2184,1303,432,53,396,1445,231,66.0,527,1387.0,0.259,0.306,0.464,0.771,105,3910,132.0,90,10.0,105.0,86.0,0
Jim Edmonds,1993,23,2010,40,2011,7980,6858,1251,1949,1094,437,25,393,1199,67,50.0,998,1729.0,0.284,0.376,0.527,0.903,132,3615,122.0,49,10.0,65.0,91.0,0
Graig Nettles,1967,22,1988,43,2700,10228,8986,1193,2225,1479,328,28,390,1314,32,36.0,1088,1209.0,0.248,0.329,0.421,0.75,110,3779,197.0,50,12.0,90.0,94.0,0
Johnny Bench,1967,19,1983,35,2158,8674,7658,1091,2048,1254,381,24,389,1376,68,43.0,891,1278.0,0.267,0.342,0.476,0.817,126,3644,201.0,19,11.0,90.0,135.0,1
Aramis Ramirez,1998,20,2015,37,2194,8986,8136,1098,2303,1398,495,24,386,1417,29,18.0,633,1238.0,0.283,0.341,0.492,0.833,115,4004,233.0,127,3.0,87.0,58.0,0
Dwight Evans,1972,20,1991,39,2606,10569,8996,1470,2446,1505,483,73,385,1384,78,59.0,1391,1697.0,0.272,0.37,0.47,0.84,127,4230,227.0,53,52.0,77.0,60.0,0
Harold Baines,1980,21,2001,42,2830,11092,9908,1299,2866,1945,488,49,384,1628,34,34.0,1062,1441.0,0.289,0.356,0.465,0.82,121,4604,298.0,14,9.0,99.0,187.0,1
Larry Walker,1989,22,2005,38,1988,8030,6907,1355,2160,1244,471,62,383,1311,230,76.0,913,1231.0,0.313,0.4,0.565,0.965,141,3904,153.0,138,7.0,65.0,117.0,1
Ryan Howard,2004,24,2016,36,1572,6531,5707,848,1475,795,277,21,382,1194,12,5.0,709,1843.0,0.258,0.343,0.515,0.859,125,2940,116.0,59,0.0,55.0,154.0,0
Frank Howard,1958,21,1973,36,1895,7353,6488,864,1774,1112,245,35,382,1119,8,9.0,782,1460.0,0.273,0.352,0.499,0.851,142,3235,219.0,33,7.0,43.0,135.0,0
Jim Rice,1974,21,1989,36,2089,9058,8225,1249,2452,1618,373,79,382,1451,58,34.0,670,1423.0,0.298,0.352,0.502,0.854,128,4129,315.0,64,5.0,94.0,77.0,1
Albert Belle,1989,22,2000,33,1539,6676,5853,974,1726,935,389,21,381,1239,88,41.0,683,961.0,0.295,0.369,0.564,0.933,144,3300,193.0,55,4.0,78.0,91.0,0
Orlando Cepeda,1958,20,1974,36,2124,8699,7927,1131,2351,1528,417,27,379,1365,142,80.0,588,1169.0,0.297,0.35,0.499,0.849,133,3959,218.0,102,4.0,74.0,154.0,1
Tony Perez,1964,22,1986,44,2777,10861,9778,1272,2732,1769,505,79,379,1652,49,33.0,925,1867.0,0.279,0.341,0.463,0.804,122,4532,268.0,43,9.0,106.0,150.0,1
Matt Williams,1987,21,2003,37,1866,7595,7000,997,1878,1127,338,35,378,1218,53,35.0,469,1363.0,0.268,0.317,0.489,0.805,113,3420,182.0,55,9.0,62.0,86.0,0
Norm Cash,1958,24,1974,40,2089,7914,6705,1045,1820,1161,241,41,377,1104,43,30.0,1043,1091.0,0.271,0.374,0.488,0.862,139,3274,139.0,90,17.0,55.0,112.0,0
Jeff Kent,1992,24,2008,40,2298,9537,8498,1320,2461,1477,560,47,377,1518,94,60.0,801,1522.0,0.29,0.356,0.5,0.855,123,4246,224.0,125,10.0,103.0,61.0,0
Carlton Fisk,1969,21,1993,45,2499,9853,8756,1276,2356,1512,421,47,376,1330,128,58.0,849,1386.0,0.269,0.341,0.457,0.797,117,3999,204.0,143,26.0,79.0,105.0,1
Rocky Colavito,1955,21,1968,34,1841,7559,6503,971,1730,1052,283,21,374,1159,19,27.0,951,880.0,0.266,0.359,0.489,0.848,132,3177,182.0,29,16.0,60.0,58.0,0
Gil Hodges,1943,19,1963,39,2071,8104,7030,1105,1921,1208,295,48,370,1274,63,42.0,943,1137.0,0.273,0.359,0.487,0.846,120,3422,165.0,25,56.0,50.0,109.0,1
Todd Helton,1997,23,2013,39,2247,9453,7962,1401,2519,1521,592,37,369,1406,37,29.0,1335,1175.0,0.316,0.414,0.539,0.953,133,4292,186.0,57,3.0,93.0,185.0,1
Ralph Kiner,1946,23,1955,32,1472,6256,5205,971,1451,827,216,39,369,1015,22,18.0,1011,749.0,0.279,0.398,0.548,0.946,149,2852,126.0,24,9.0,7.0,90.0,1
Lance Berkman,1999,23,2013,37,1879,7814,6491,1146,1905,1087,422,30,366,1234,86,48.0,1201,1300.0,0.293,0.406,0.537,0.943,144,3485,147.0,66,1.0,54.0,160.0,0
Joe DiMaggio,1936,21,1951,36,1736,7672,6821,1390,2214,1333,389,131,361,1537,30,9.0,790,369.0,0.325,0.398,0.579,0.977,155,3948,130.0,46,14.0,0.0,111.0,1
Gary Gaetti,1981,22,2000,41,2507,9817,8951,1130,2280,1438,443,39,360,1341,96,65.0,634,1602.0,0.255,0.308,0.434,0.741,97,3881,236.0,96,32.0,104.0,57.0,0
Johnny Mize,1936,23,1953,40,1884,7372,6443,1118,2011,1202,367,83,359,1337,28,12.0,856,524.0,0.312,0.397,0.562,0.959,158,3621,99.0,52,20.0,0.0,150.0,1
Yogi Berra,1946,21,1965,40,2120,8364,7555,1175,2150,1422,321,49,358,1430,30,26.0,704,414.0,0.285,0.348,0.482,0.83,125,3643,146.0,52,9.0,44.0,91.0,1
Carlos Lee,1999,23,2012,36,2099,8787,7983,1125,2273,1427,469,19,358,1363,125,47.0,655,984.0,0.285,0.339,0.483,0.821,113,3854,206.0,47,3.0,98.0,60.0,0
Greg Vaughn,1989,23,2003,37,1731,7070,6103,1017,1475,813,284,23,355,1072,121,59.0,865,1513.0,0.242,0.337,0.47,0.807,113,2870,101.0,37,11.0,54.0,54.0,0
Luis Gonzalez,1990,22,2008,40,2591,10531,9157,1412,2591,1573,596,68,354,1439,128,87.0,1155,1218.0,0.283,0.367,0.479,0.845,119,4385,212.0,111,10.0,98.0,150.0,0
Lee May,1965,22,1982,39,2071,8219,7609,959,2031,1306,340,31,354,1244,39,35.0,487,1570.0,0.267,0.313,0.459,0.772,116,3495,219.0,49,9.0,65.0,85.0,0
Torii Hunter,1997,21,2015,39,2372,9692,8857,1296,2452,1562,498,39,353,1391,195,99.0,661,1741.0,0.277,0.331,0.461,0.793,110,4087,262.0,97,6.0,71.0,52.0,0
Ellis Burks,1987,22,2004,39,2000,8177,7232,1253,2107,1290,402,63,352,1206,181,84.0,793,1340.0,0.291,0.363,0.51,0.874,126,3691,171.0,60,29.0,62.0,33.0,0
Dick Allen,1963,21,1977,35,1749,7315,6332,1099,1848,1098,320,79,351,1119,133,52.0,894,1556.0,0.292,0.378,0.534,0.912,156,3379,164.0,16,19.0,53.0,138.0,1
Chili Davis,1981,21,1999,39,2435,9997,8673,1240,2380,1576,424,30,350,1372,142,98.0,1194,1698.0,0.274,0.36,0.451,0.811,121,3914,232.0,15,20.0,94.0,188.0,0
George Foster,1969,20,1986,37,1977,7812,7023,986,1925,1223,307,47,348,1239,51,31.0,666,1419.0,0.274,0.338,0.48,0.818,126,3370,196.0,52,3.0,68.0,106.0,0
Jose Bautista,2004,23,2018,37,1798,7244,6051,1022,1496,823,312,17,344,975,70,32.0,1032,1394.0,0.247,0.361,0.475,0.836,124,2874,170.0,80,23.0,58.0,58.0,0
Ron Santo,1960,20,1974,34,2243,9397,8143,1138,2254,1480,365,67,342,1331,35,41.0,1108,1343.0,0.277,0.362,0.464,0.826,125,3779,256.0,38,13.0,94.0,94.0,1
Jack Clark,1975,19,1992,36,1994,8230,6847,1118,1826,1115,332,39,340,1180,77,61.0,1262,1441.0,0.267,0.379,0.476,0.854,137,3256,174.0,24,9.0,83.0,127.0,0
Tino Martinez,1990,22,2005,37,2023,8044,7111,1009,1925,1200,365,21,339,1271,27,20.0,780,1069.0,0.271,0.344,0.471,0.815,112,3349,191.0,59,14.0,80.0,102.0,0
Dave Parker,1973,22,1991,40,2466,10184,9358,1272,2712,1772,526,75,339,1493,154,113.0,683,1537.0,0.29,0.339,0.471,0.81,121,4405,209.0,56,1.0,86.0,170.0,1
Boog Powell,1961,19,1977,35,2042,7810,6681,889,1776,1156,270,11,339,1187,20,21.0,1001,1226.0,0.266,0.361,0.462,0.822,134,3085,164.0,29,27.0,72.0,140.0,0
Don Baylor,1970,21,1988,39,2292,9401,8198,1236,2135,1403,366,28,338,1276,285,120.0,805,1069.0,0.26,0.342,0.436,0.777,118,3571,196.0,267,16.0,115.0,91.0,0
Joe Adcock,1950,22,1966,38,1959,7305,6606,823,1832,1166,295,35,336,1122,20,31.0,594,1059.0,0.277,0.337,0.485,0.822,124,3205,223.0,17,52.0,35.0,62.0,0
Darryl Strawberry,1983,21,1999,37,1583,6326,5418,898,1401,772,256,38,335,1000,221,99.0,816,1352.0,0.259,0.357,0.505,0.862,138,2738,64.0,38,1.0,53.0,131.0,0
Moises Alou,1990,23,2008,41,1942,7913,7037,1109,2134,1342,421,39,332,1287,106,37.0,737,894.0,0.303,0.369,0.516,0.885,128,3629,195.0,48,9.0,82.0,91.0,0
Bobby Bonds,1968,22,1981,35,1849,8090,7043,1258,1886,1186,302,66,332,1024,461,169.0,914,1757.0,0.268,0.353,0.471,0.824,129,3316,107.0,53,16.0,64.0,75.0,0
Hank Greenberg,1930,19,1947,36,1394,6098,5193,1046,1628,847,379,71,331,1274,58,30.0,852,844.0,0.313,0.412,0.605,1.017,159,3142,66.0,16,35.0,0.0,82.0,1
Derrek Lee,1997,21,2011,35,1942,7963,6962,1081,1959,1166,432,30,331,1078,104,48.0,874,1622.0,0.281,0.365,0.495,0.859,122,3444,199.0,70,2.0,55.0,72.0,0
Shawn Green,1993,20,2007,34,1951,7963,7082,1129,2003,1195,445,35,328,1070,162,52.0,744,1315.0,0.283,0.355,0.494,0.85,120,3502,175.0,80,3.0,53.0,80.0,0
Mo Vaughn,1991,23,2003,35,1512,6410,5532,861,1620,1012,270,10,328,1064,30,18.0,725,1429.0,0.293,0.383,0.523,0.906,132,2894,136.0,108,0.0,45.0,144.0,0
Jermaine Dye,1996,22,2009,35,1763,7214,6487,984,1779,1066,363,25,325,1072,46,26.0,597,1308.0,0.274,0.338,0.488,0.826,111,3167,184.0,63,2.0,65.0,40.0,0
Willie Horton,1963,20,1980,37,2028,8052,7298,873,1993,1344,284,40,325,1163,20,38.0,620,1313.0,0.273,0.332,0.457,0.789,120,3332,195.0,58,17.0,59.0,95.0,0
Gary Carter,1974,20,1992,38,2296,9019,7971,1025,2092,1366,371,31,324,1225,39,42.0,848,997.0,0.262,0.335,0.439,0.773,115,3497,180.0,68,33.0,99.0,106.0,1
Lance Parrish,1977,21,1995,39,1988,7797,7067,856,1782,1126,305,27,324,1070,28,37.0,612,1527.0,0.252,0.313,0.44,0.753,106,3113,197.0,37,23.0,58.0,62.0,0
Ron Gant,1987,22,2003,38,1832,7320,6449,1080,1651,978,302,50,321,1008,243,102.0,770,1411.0,0.256,0.336,0.468,0.803,112,3016,98.0,32,12.0,57.0,38.0,0
Vinny Castilla,1991,23,2006,38,1854,7384,6822,902,1884,1187,349,28,320,1105,33,43.0,423,1069.0,0.276,0.321,0.476,0.797,95,3249,224.0,60,8.0,71.0,64.0,0
Troy Glaus,1998,21,2010,33,1537,6355,5410,889,1375,752,293,10,320,950,56,29.0,854,1377.0,0.254,0.358,0.489,0.847,119,2648,138.0,46,0.0,45.0,40.0,0
Cecil Fielder,1985,21,1998,34,1470,5939,5157,744,1313,787,200,7,319,1008,2,6.0,693,1316.0,0.255,0.345,0.482,0.827,119,2484,169.0,43,0.0,46.0,76.0,0
Prince Fielder,2005,21,2016,32,1611,6853,5821,862,1645,995,321,10,319,1028,18,11.0,847,1155.0,0.283,0.382,0.506,0.887,134,2943,158.0,124,0.0,61.0,164.0,0
Roy Sievers,1949,22,1965,38,1887,7349,6387,945,1703,1051,292,42,318,1147,14,19.0,841,920.0,0.267,0.354,0.475,0.829,124,3033,164.0,51,15.0,55.0,66.0,0
George Brett,1973,20,1993,40,2707,11625,10349,1583,3154,2035,665,137,317,1596,201,97.0,1096,908.0,0.305,0.369,0.487,0.857,135,5044,235.0,33,26.0,120.0,229.0,1
Adrian Gonzalez,2004,22,2018,36,1929,8046,7139,997,2050,1284,437,12,317,1202,6,7.0,782,1401.0,0.287,0.358,0.485,0.843,129,3462,207.0,45,4.0,73.0,158.0,0
Ron Cey,1971,23,1987,39,2073,8344,7162,977,1868,1203,328,21,316,1139,24,29.0,1012,1235.0,0.261,0.354,0.445,0.799,121,3186,185.0,62,26.0,82.0,117.0,0
Matt Holliday,2004,24,2018,38,1903,7981,7009,1157,2096,1280,468,32,316,1220,108,37.0,802,1362.0,0.299,0.379,0.51,0.889,132,3576,220.0,124,1.0,45.0,57.0,0
Scott Rolen,1996,21,2012,37,2038,8518,7398,1211,2077,1201,517,43,316,1287,118,49.0,899,1410.0,0.281,0.364,0.49,0.855,122,3628,150.0,127,1.0,93.0,57.0,1
Jeromy Burnitz,1993,24,2006,37,1694,6580,5710,917,1447,805,298,29,315,981,74,58.0,739,1376.0,0.253,0.345,0.481,0.826,112,2748,99.0,78,9.0,43.0,75.0,0
Reggie Smith,1966,21,1982,37,1987,8051,7033,1123,2020,1286,363,57,314,1092,137,86.0,890,1030.0,0.287,0.366,0.489,0.855,137,3439,150.0,33,8.0,86.0,115.0,0
Ivan Rodriguez,1991,19,2011,39,2543,10270,9592,1354,2844,1910,572,51,311,1332,127,64.0,513,1474.0,0.296,0.334,0.464,0.798,106,4451,337.0,58,31.0,76.0,67.0,1
Jay Buhner,1987,22,2001,36,1472,5927,5013,797,1273,711,233,19,310,965,6,24.0,792,1406.0,0.254,0.359,0.494,0.852,124,2474,123.0,56,12.0,54.0,41.0,0
Edgar Martinez,1987,24,2004,41,2055,8674,7213,1219,2247,1409,514,15,309,1261,49,30.0,1283,1202.0,0.312,0.418,0.515,0.933,147,3718,190.0,89,10.0,77.0,113.0,1
Greg Luzinski,1970,19,1984,33,1821,7518,6505,880,1795,1120,344,24,307,1128,37,31.0,845,1495.0,0.276,0.363,0.478,0.84,130,3108,147.0,84,1.0,79.0,95.0,0
Al Simmons,1924,22,1944,42,2215,9520,8759,1507,2927,1932,539,149,307,1828,88,68.0,615,737.0,0.334,0.38,0.535,0.915,133,4685,23.0,30,111.0,0.0,79.0,1
Miguel Tejada,1997,23,2013,39,2171,9205,8434,1230,2407,1609,468,23,307,1302,85,38.0,553,1079.0,0.285,0.336,0.456,0.791,108,3842,277.0,122,23.0,71.0,73.0,0
Fred Lynn,1974,22,1990,38,1969,7923,6925,1063,1960,1223,388,43,306,1111,72,54.0,857,1116.0,0.283,0.36,0.484,0.845,129,3352,149.0,30,25.0,86.0,77.0,0
Richie Sexson,1997,22,2008,33,1367,5604,4928,748,1286,703,260,17,306,943,14,13.0,588,1313.0,0.261,0.344,0.507,0.851,120,2498,144.0,52,0.0,36.0,31.0,0
Ruben Sierra,1986,20,2006,40,2186,8782,8044,1084,2152,1359,428,59,306,1322,142,52.0,610,1239.0,0.268,0.315,0.45,0.765,105,3616,193.0,7,1.0,120.0,102.0,0
Raul Ibanez,1996,24,2014,42,2161,8278,7471,1055,2034,1254,424,51,305,1207,50,29.0,713,1374.0,0.272,0.335,0.465,0.801,111,3475,166.0,29,2.0,63.0,83.0,0
David Justice,1989,23,2002,36,1610,6602,5625,929,1571,962,280,24,305,1017,53,46.0,903,999.0,0.279,0.378,0.5,0.878,129,2814,101.0,18,1.0,54.0,85.0,0
Reggie Sanders,1991,23,2007,39,1777,7043,6241,1037,1666,960,341,60,305,983,304,115.0,674,1614.0,0.267,0.343,0.487,0.83,115,3042,121.0,71,14.0,43.0,49.0,0
Steve Finley,1989,24,2007,42,2583,10460,9397,1443,2548,1671,449,124,304,1167,320,118.0,844,1299.0,0.271,0.332,0.442,0.775,104,4157,152.0,53,91.0,75.0,69.0,0
Rogers Hornsby,1915,19,1937,41,2259,9481,8173,1579,2930,1919,541,169,301,1584,135,81.0,1038,679.0,0.358,0.434,0.577,1.01,175,4712,3.0,48,216.0,0.0,54.0,1
Chuck Klein,1928,23,1944,39,1753,7172,6486,1168,2076,1304,398,74,300,1201,79,72.0,601,521.0,0.32,0.379,0.543,0.922,137,3522,55.0,12,69.0,0.0,48.0,1
Tim Salmon,1992,23,2006,37,1672,7039,5934,986,1674,1012,339,24,299,1016,48,42.0,970,1360.0,0.282,0.385,0.498,0.884,128,2958,98.0,67,0.0,68.0,45.0,0
